EPOCH_NUM,EPOCH_START_TIME,LAP_TIME,TOTAL_TIME,TRAIN_LOSS,VALID_LOSS,USED_GPU_MOMORY,FREE_GPU_MEMORY,MEMORY_PERCENTAGE,CURRENT_GPU_POWER_CONSUMPTION,GPU_TEMPERATURE
1,2023-06-13 16:05:55,0:00:04.446167,00:00:07,18928.279296875,19350.78515625,23431.0,837.0,19.2,213.11,68.0
2,2023-06-13 16:06:00,0:00:00.892698,00:00:09,18858.1279296875,19285.1640625,23431.0,837.0,19.3,211.06,66.0
3,2023-06-13 16:06:01,0:00:01.560135,00:00:10,18771.2119140625,19128.369140625,23431.0,837.0,19.3,205.45,65.0
4,2023-06-13 16:06:03,0:00:01.573948,00:00:12,18450.421875,18801.458984375,23431.0,837.0,19.3,206.91,66.0
5,2023-06-13 16:06:05,0:00:01.646021,00:00:14,18071.4619140625,18194.099609375,23431.0,837.0,19.1,197.99,66.0
6,2023-06-13 16:06:07,0:00:01.847736,00:00:16,17514.6767578125,17153.32421875,23431.0,837.0,19.4,202.13,66.0
7,2023-06-13 16:06:09,0:00:01.541829,00:00:18,16161.40478515625,15491.31640625,23431.0,837.0,19.3,208.05,66.0
8,2023-06-13 16:06:10,0:00:01.390497,00:00:19,14250.78173828125,13024.7685546875,23431.0,837.0,19.3,206.56,66.0
9,2023-06-13 16:06:12,0:00:01.801918,00:00:21,11832.8857421875,9712.251953125,23431.0,837.0,19.3,198.10,68.0
10,2023-06-13 16:06:14,0:00:01.404529,00:00:23,8014.71875,5911.37353515625,23431.0,837.0,19.5,204.65,66.0
11,2023-06-13 16:06:16,0:00:01.703754,00:00:25,4584.4732666015625,2872.94970703125,23431.0,837.0,19.5,200.56,66.0
12,2023-06-13 16:06:18,0:00:01.653886,00:00:27,2396.700927734375,2660.88916015625,23431.0,837.0,19.2,192.79,66.0
13,2023-06-13 16:06:20,0:00:01.840427,00:00:29,3359.688232421875,3639.1650390625,23431.0,837.0,19.2,189.15,66.0
14,2023-06-13 16:06:22,0:00:01.965866,00:00:31,4003.4068603515625,2512.4375,23431.0,837.0,19.1,196.98,66.0
15,2023-06-13 16:06:24,0:00:02.159220,00:00:34,2411.2516479492188,1189.54443359375,23431.0,837.0,19.1,195.50,66.0
16,2023-06-13 16:06:26,0:00:01.955441,00:00:36,1057.3268737792969,968.0018920898438,23431.0,837.0,19.1,202.03,66.0
17,2023-06-13 16:06:28,0:00:01.427838,00:00:37,872.897216796875,1388.5069580078125,23431.0,837.0,19.3,200.73,66.0
18,2023-06-13 16:06:30,0:00:01.068733,00:00:39,1090.854736328125,1732.3355712890625,23431.0,837.0,19.4,201.01,65.0
19,2023-06-13 16:06:31,0:00:01.109905,00:00:40,1471.6572875976562,1718.12744140625,23431.0,837.0,19.5,214.61,66.0
20,2023-06-13 16:06:33,0:00:00.887816,00:00:41,1327.0443115234375,1418.138916015625,23431.0,837.0,19.3,210.02,66.0
21,2023-06-13 16:06:34,0:00:01.564395,00:00:43,1038.7751770019531,1089.3143310546875,23431.0,837.0,19.2,204.91,66.0
22,2023-06-13 16:06:35,0:00:01.442595,00:00:45,804.6568603515625,954.0008544921875,23431.0,837.0,19.3,209.28,66.0
23,2023-06-13 16:06:37,0:00:01.400247,00:00:46,846.7047729492188,994.8671264648438,23431.0,837.0,19.3,202.66,66.0
24,2023-06-13 16:06:39,0:00:01.619505,00:00:48,1034.2890625,1015.3441162109375,23431.0,837.0,19.1,209.87,66.0
25,2023-06-13 16:06:41,0:00:01.832893,00:00:50,1003.2275390625,923.25537109375,23431.0,837.0,19.1,186.46,66.0
26,2023-06-13 16:06:43,0:00:00.674976,00:00:51,821.2174682617188,853.2122192382812,23431.0,837.0,19.1,189.73,66.0
27,2023-06-13 16:06:44,0:00:00.637041,00:00:52,676.6540222167969,898.3729858398438,23431.0,837.0,19.1,200.85,66.0
28,2023-06-13 16:06:44,0:00:01.775970,00:00:54,720.1701965332031,988.5029296875,23431.0,837.0,19.1,209.04,66.0
29,2023-06-13 16:06:46,0:00:01.752815,00:00:56,897.0838317871094,1004.9346313476562,23431.0,837.0,19.1,192.27,66.0
30,2023-06-13 16:06:48,0:00:01.884607,00:00:58,746.0242309570312,929.5018920898438,23431.0,837.0,19.1,188.75,66.0
31,2023-06-13 16:06:50,0:00:01.966579,00:01:00,650.1242065429688,837.6996459960938,23431.0,837.0,19.1,189.70,66.0
