EPOCH_NUM,EPOCH_START_TIME,LAP_TIME,TOTAL_TIME,TRAIN_LOSS,VALID_LOSS,USED_GPU_MOMORY,FREE_GPU_MEMORY,MEMORY_PERCENTAGE,CURRENT_GPU_POWER_CONSUMPTION,GPU_TEMPERATURE
1,2023-06-13 17:08:22,0:00:02.256245,00:00:05,24157.53271484375,25301.203125,9032.0,15236.0,10.8,168.83,66.0
2,2023-06-13 17:08:25,0:00:00.614007,00:00:05,24733.08984375,25294.185546875,9032.0,15236.0,10.8,222.67,67.0
3,2023-06-13 17:08:26,0:00:00.598037,00:00:06,25186.56787109375,25285.47265625,9032.0,15236.0,10.8,229.81,67.0
4,2023-06-13 17:08:26,0:00:00.561812,00:00:07,24903.03271484375,25273.853515625,9032.0,15236.0,10.8,228.39,66.0
5,2023-06-13 17:08:27,0:00:00.614344,00:00:08,24674.50341796875,25257.658203125,9032.0,15236.0,10.8,228.93,67.0
6,2023-06-13 17:08:28,0:00:00.688663,00:00:08,23949.80078125,25234.923828125,9032.0,15236.0,10.8,213.23,67.0
7,2023-06-13 17:08:29,0:00:00.645282,00:00:09,24226.18115234375,25202.5703125,9032.0,15236.0,10.8,214.18,67.0
8,2023-06-13 17:08:29,0:00:00.556627,00:00:10,24317.38037109375,25156.740234375,9032.0,15236.0,10.8,225.06,67.0
9,2023-06-13 17:08:30,0:00:00.608614,00:00:11,24489.69677734375,25093.07421875,9032.0,15236.0,10.8,219.89,67.0
10,2023-06-13 17:08:31,0:00:00.589324,00:00:11,23390.5244140625,25006.5078125,9032.0,15236.0,10.8,230.26,67.0
11,2023-06-13 17:08:32,0:00:00.602158,00:00:12,25158.25537109375,24890.40234375,9032.0,15236.0,10.8,214.79,67.0
12,2023-06-13 17:08:32,0:00:00.645717,00:00:13,24455.90234375,24735.181640625,9032.0,15236.0,10.8,215.33,67.0
13,2023-06-13 17:08:33,0:00:00.681536,00:00:14,23709.3779296875,24531.041015625,9032.0,15236.0,10.8,213.67,67.0
14,2023-06-13 17:08:34,0:00:00.548814,00:00:15,23588.64013671875,24265.990234375,9032.0,15236.0,10.8,230.62,67.0
15,2023-06-13 17:08:35,0:00:00.621455,00:00:15,22556.212890625,23925.384765625,9032.0,15236.0,10.8,219.35,67.0
16,2023-06-13 17:08:35,0:00:00.663539,00:00:16,23630.9677734375,23494.513671875,9032.0,15236.0,10.8,230.31,67.0
17,2023-06-13 17:08:36,0:00:00.642127,00:00:17,21817.947265625,22953.83203125,9032.0,15236.0,10.8,222.73,67.0
18,2023-06-13 17:08:37,0:00:00.654752,00:00:18,22568.15771484375,22286.564453125,9032.0,15236.0,10.8,216.44,67.0
19,2023-06-13 17:08:38,0:00:00.648160,00:00:19,21622.142578125,21477.6640625,9032.0,15236.0,10.8,212.85,67.0
20,2023-06-13 17:08:39,0:00:00.597167,00:00:19,20372.64990234375,20511.361328125,9032.0,15236.0,10.8,213.57,67.0
21,2023-06-13 17:08:39,0:00:00.623259,00:00:20,19407.8173828125,19376.982421875,9032.0,15236.0,10.8,214.66,67.0
22,2023-06-13 17:08:40,0:00:00.644180,00:00:21,17649.3857421875,18066.31640625,9032.0,15236.0,10.8,212.78,67.0
23,2023-06-13 17:08:41,0:00:00.571819,00:00:22,16862.9052734375,16585.10546875,9032.0,15236.0,10.8,226.32,67.0
24,2023-06-13 17:08:42,0:00:00.663928,00:00:22,15300.770263671875,14942.416015625,9032.0,15236.0,10.8,215.54,67.0
25,2023-06-13 17:08:43,0:00:00.697865,00:00:23,13773.61181640625,13168.6162109375,9032.0,15236.0,10.8,215.68,67.0
26,2023-06-13 17:08:43,0:00:00.579491,00:00:24,10533.40283203125,11306.849609375,9032.0,15236.0,10.8,217.51,67.0
27,2023-06-13 17:08:44,0:00:00.640145,00:00:25,9769.908203125,9413.5546875,9032.0,15236.0,10.8,216.55,67.0
28,2023-06-13 17:08:45,0:00:00.642803,00:00:26,7651.9945068359375,7558.7783203125,9032.0,15236.0,10.8,218.09,67.0
29,2023-06-13 17:08:46,0:00:00.614145,00:00:26,5558.795227050781,5834.955078125,9032.0,15236.0,10.8,217.01,67.0
30,2023-06-13 17:08:46,0:00:00.568866,00:00:27,4160.1390380859375,4358.08349609375,9032.0,15236.0,10.8,219.98,67.0
31,2023-06-13 17:08:47,0:00:00.599996,00:00:28,2866.727264404297,3216.119873046875,9032.0,15236.0,10.8,218.55,68.0
32,2023-06-13 17:08:48,0:00:00.651427,00:00:29,2116.3295288085938,2439.951416015625,9032.0,15236.0,10.8,220.56,67.0
33,2023-06-13 17:08:49,0:00:00.566811,00:00:29,1752.849853515625,1972.037109375,9032.0,15236.0,10.8,221.94,67.0
34,2023-06-13 17:08:49,0:00:00.688769,00:00:30,1556.5293579101562,1713.5289306640625,9032.0,15236.0,10.8,217.71,67.0
35,2023-06-13 17:08:50,0:00:00.637677,00:00:31,1359.504409790039,1566.6865234375,9032.0,15236.0,10.8,218.04,67.0
36,2023-06-13 17:08:51,0:00:00.610569,00:00:32,1182.9171600341797,1468.7052001953125,9032.0,15236.0,10.8,225.65,68.0
37,2023-06-13 17:08:52,0:00:00.622536,00:00:32,1210.0957489013672,1388.0726318359375,9032.0,15236.0,10.8,233.96,67.0
38,2023-06-13 17:08:53,0:00:00.652136,00:00:33,1243.5169677734375,1325.4415283203125,9032.0,15236.0,10.8,222.45,67.0
39,2023-06-13 17:08:53,0:00:00.670340,00:00:34,1073.6296691894531,1294.067626953125,9032.0,15236.0,10.8,217.98,67.0
40,2023-06-13 17:08:54,0:00:00.625547,00:00:35,1020.8226776123047,1282.2451171875,9032.0,15236.0,10.8,225.26,67.0
41,2023-06-13 17:08:55,0:00:00.603134,00:00:36,964.9163055419922,1265.0047607421875,9032.0,15236.0,10.8,217.68,67.0
42,2023-06-13 17:08:56,0:00:00.622115,00:00:36,1125.9761657714844,1240.4447021484375,9032.0,15236.0,10.8,232.18,67.0
43,2023-06-13 17:08:56,0:00:00.568871,00:00:37,941.9230804443359,1211.925537109375,9032.0,15236.0,10.8,225.37,68.0
44,2023-06-13 17:08:57,0:00:00.641827,00:00:38,813.7504653930664,1182.8602294921875,9032.0,15236.0,10.8,217.32,68.0
45,2023-06-13 17:08:58,0:00:00.573785,00:00:39,949.5531921386719,1167.35986328125,9032.0,15236.0,10.8,224.66,67.0
46,2023-06-13 17:08:59,0:00:00.631630,00:00:39,772.9500007629395,1168.0838623046875,9032.0,15236.0,10.8,216.64,68.0
47,2023-06-13 17:09:00,0:00:00.604781,00:00:40,788.6192169189453,1173.2674560546875,9032.0,15236.0,10.8,229.71,67.0
48,2023-06-13 17:09:00,0:00:00.628642,00:00:41,769.5275688171387,1181.4852294921875,9032.0,15236.0,10.8,217.54,67.0
49,2023-06-13 17:09:01,0:00:00.601856,00:00:42,829.2404861450195,1187.8582763671875,9032.0,15236.0,10.8,214.76,68.0
50,2023-06-13 17:09:02,0:00:00.583376,00:00:42,869.5348358154297,1186.36181640625,9032.0,15236.0,10.8,221.22,67.0
51,2023-06-13 17:09:04,0:00:00.546473,00:00:44,905.1515197753906,1171.7801513671875,9034.0,15234.0,10.8,199.68,67.0
52,2023-06-13 17:09:05,0:00:00.672330,00:00:45,780.1191177368164,1152.12744140625,9034.0,15234.0,10.8,210.29,67.0
53,2023-06-13 17:09:06,0:00:00.631556,00:00:46,876.5424499511719,1149.788818359375,9034.0,15234.0,10.8,218.56,67.0
54,2023-06-13 17:09:06,0:00:00.600831,00:00:47,1586.1169891357422,1146.4967041015625,9034.0,15234.0,10.8,214.52,67.0
55,2023-06-13 17:09:07,0:00:00.612013,00:00:48,897.7910919189453,1131.62939453125,9034.0,15234.0,10.8,230.86,67.0
56,2023-06-13 17:09:08,0:00:00.625368,00:00:49,771.882209777832,1133.4769287109375,9034.0,15234.0,10.8,222.82,67.0
57,2023-06-13 17:09:09,0:00:00.615358,00:00:49,892.1906280517578,1138.2587890625,9034.0,15234.0,10.8,224.07,67.0
58,2023-06-13 17:09:09,0:00:00.718104,00:00:50,1020.5429992675781,1155.376708984375,9034.0,15234.0,10.8,215.10,67.0
59,2023-06-13 17:09:10,0:00:00.689693,00:00:51,977.3026428222656,1167.4764404296875,9034.0,15234.0,10.8,216.74,67.0
60,2023-06-13 17:09:11,0:00:00.626241,00:00:52,814.1948089599609,1187.1910400390625,9034.0,15234.0,10.8,216.63,68.0
61,2023-06-13 17:09:12,0:00:00.572612,00:00:52,814.5330810546875,1189.0078125,9034.0,15234.0,10.8,231.47,68.0
62,2023-06-13 17:09:13,0:00:00.644188,00:00:53,895.0004730224609,1197.958251953125,9034.0,15234.0,10.8,216.61,67.0
63,2023-06-13 17:09:13,0:00:00.566083,00:00:54,862.6470184326172,1210.1634521484375,9034.0,15234.0,10.8,232.49,67.0
64,2023-06-13 17:09:14,0:00:00.571480,00:00:55,880.148193359375,1222.065673828125,9034.0,15234.0,10.8,224.22,68.0
65,2023-06-13 17:09:15,0:00:00.633705,00:00:56,1104.9519348144531,1197.72509765625,9034.0,15234.0,10.8,215.78,67.0
66,2023-06-13 17:09:16,0:00:00.715440,00:00:56,884.6700286865234,1161.6968994140625,9034.0,15234.0,10.8,216.26,67.0
67,2023-06-13 17:09:17,0:00:00.630317,00:00:57,763.2090644836426,1152.5484619140625,9034.0,15234.0,10.8,216.34,67.0
68,2023-06-13 17:09:17,0:00:00.638669,00:00:58,869.7352294921875,1143.848876953125,9034.0,15234.0,10.8,219.27,68.0
