EPOCH_NUM,EPOCH_START_TIME,LAP_TIME,TOTAL_TIME,TRAIN_LOSS,VALID_LOSS,USED_GPU_MOMORY,FREE_GPU_MEMORY,MEMORY_PERCENTAGE,CURRENT_GPU_POWER_CONSUMPTION,GPU_TEMPERATURE
107,2023-06-13 17:07:00,0:00:00.651843,00:01:32,662.5700174967448,1152.822509765625,12662.0,11606.0,10.9,216.41,67.0
108,2023-06-13 17:07:01,0:00:00.640103,00:01:33,637.652660369873,1140.6807861328125,12662.0,11606.0,10.9,210.12,67.0
109,2023-06-13 17:07:02,0:00:00.753863,00:01:34,844.5936889648438,1138.3841552734375,12662.0,11606.0,10.9,200.17,67.0
110,2023-06-13 17:07:02,0:00:00.672094,00:01:35,925.6633911132812,1143.187744140625,12662.0,11606.0,10.9,206.12,67.0
111,2023-06-13 17:07:03,0:00:00.726530,00:01:36,699.6415201822916,1136.7176513671875,12662.0,11606.0,10.9,216.05,67.0
112,2023-06-13 17:07:04,0:00:00.613517,00:01:37,888.1405029296875,1124.159912109375,12662.0,11606.0,10.9,219.31,67.0
113,2023-06-13 17:07:05,0:00:00.580334,00:01:37,655.3245849609375,1110.930908203125,12662.0,11606.0,10.9,220.20,67.0
114,2023-06-13 17:07:06,0:00:00.646033,00:01:38,690.0766805013021,1103.4730224609375,12662.0,11606.0,10.9,217.21,67.0
115,2023-06-13 17:07:06,0:00:00.618801,00:01:39,847.787841796875,1096.281494140625,12662.0,11606.0,10.9,217.21,67.0
116,2023-06-13 17:07:07,0:00:00.603202,00:01:40,693.2622121175131,1090.949951171875,12662.0,11606.0,10.9,217.89,67.0
117,2023-06-13 17:07:08,0:00:00.615066,00:01:40,1012.2104695638021,1092.936767578125,12662.0,11606.0,10.9,218.18,67.0
118,2023-06-13 17:07:09,0:00:00.579280,00:01:41,987.9085489908854,1109.7808837890625,12662.0,11606.0,10.9,218.57,67.0
119,2023-06-13 17:07:09,0:00:00.686636,00:01:42,959.6777954101562,1136.6893310546875,12662.0,11606.0,10.9,211.33,67.0
120,2023-06-13 17:07:10,0:00:00.668379,00:01:43,660.6505737304688,1148.0386962890625,12662.0,11606.0,10.9,218.32,67.0
121,2023-06-13 17:07:11,0:00:00.719965,00:01:44,788.8990885416666,1149.91845703125,12662.0,11606.0,10.9,205.71,67.0
122,2023-06-13 17:07:12,0:00:00.634138,00:01:44,698.1664072672526,1147.333740234375,12662.0,11606.0,10.9,220.81,67.0
123,2023-06-13 17:07:13,0:00:00.654958,00:01:45,776.9637959798177,1154.0321044921875,12662.0,11606.0,10.9,220.69,67.0
124,2023-06-13 17:07:14,0:00:00.629877,00:01:46,764.7401529947916,1171.945556640625,12662.0,11606.0,10.9,220.51,67.0
125,2023-06-13 17:07:14,0:00:00.647892,00:01:47,669.7288309733073,1189.7281494140625,12662.0,11606.0,10.9,219.18,67.0
126,2023-06-13 17:07:15,0:00:00.699792,00:01:48,726.569101969401,1193.9990234375,12662.0,11606.0,10.9,219.29,67.0
127,2023-06-13 17:07:16,0:00:00.648079,00:01:48,868.79150390625,1198.654541015625,12662.0,11606.0,10.9,219.87,67.0
128,2023-06-13 17:07:17,0:00:00.707827,00:01:49,2331.73583984375,1194.057373046875,12662.0,11606.0,10.9,208.30,67.0
129,2023-06-13 17:07:18,0:00:00.642051,00:01:50,1199.6099039713542,1157.2783203125,12662.0,11606.0,10.9,212.38,67.0
130,2023-06-13 17:07:19,0:00:00.641654,00:01:51,636.6265233357748,1124.286376953125,12662.0,11606.0,10.9,217.95,67.0
131,2023-06-13 17:07:19,0:00:00.662240,00:01:52,1364.4469197591145,1102.219970703125,12662.0,11606.0,10.9,219.28,67.0
132,2023-06-13 17:07:20,0:00:00.595616,00:01:53,725.2939147949219,1089.4259033203125,12662.0,11606.0,10.9,220.07,67.0
133,2023-06-13 17:07:21,0:00:00.650344,00:01:53,871.3760375976562,1086.007568359375,12662.0,11606.0,10.9,219.79,67.0
134,2023-06-13 17:07:22,0:00:00.604748,00:01:54,855.0697021484375,1084.0516357421875,12662.0,11606.0,10.9,218.99,67.0
135,2023-06-13 17:07:22,0:00:00.601549,00:01:55,666.7828598022461,1083.65625,12662.0,11606.0,10.9,219.98,67.0
136,2023-06-13 17:07:23,0:00:00.638997,00:01:56,1049.6167602539062,1083.7205810546875,12662.0,11606.0,10.9,219.08,67.0
137,2023-06-13 17:07:24,0:00:00.596278,00:01:56,1384.591084798177,1084.565673828125,12662.0,11606.0,10.9,217.81,68.0
138,2023-06-13 17:07:25,0:00:00.633629,00:01:57,684.9520416259766,1085.5517578125,12662.0,11606.0,10.9,217.20,67.0
139,2023-06-13 17:07:26,0:00:00.656362,00:01:58,1057.921142578125,1082.49267578125,12662.0,11606.0,10.9,218.84,67.0
140,2023-06-13 17:07:26,0:00:00.613661,00:01:59,904.354248046875,1082.4329833984375,12662.0,11606.0,10.9,220.97,67.0
141,2023-06-13 17:07:27,0:00:00.619079,00:02:00,680.7566782633463,1087.84814453125,12662.0,11606.0,10.9,218.67,67.0
142,2023-06-13 17:07:28,0:00:00.627482,00:02:00,730.1370340983073,1099.79833984375,12662.0,11606.0,10.9,219.00,67.0
143,2023-06-13 17:07:29,0:00:00.613754,00:02:01,905.8433227539062,1115.9443359375,12662.0,11606.0,10.9,219.97,67.0
144,2023-06-13 17:07:29,0:00:00.629665,00:02:02,736.7943013509115,1127.12939453125,12662.0,11606.0,10.9,220.79,68.0
145,2023-06-13 17:07:30,0:00:00.663117,00:02:03,648.6292343139648,1145.7509765625,12662.0,11606.0,10.9,221.23,67.0
146,2023-06-13 17:07:31,0:00:00.617929,00:02:03,862.4531453450521,1172.8345947265625,12662.0,11606.0,10.9,220.20,67.0
147,2023-06-13 17:07:32,0:00:00.615337,00:02:04,1396.7315673828125,1196.4974365234375,12662.0,11606.0,10.9,226.29,67.0
148,2023-06-13 17:07:33,0:00:00.693117,00:02:05,1053.5201619466145,1181.33203125,12662.0,11606.0,10.9,218.95,67.0
149,2023-06-13 17:07:33,0:00:00.647316,00:02:06,2841.4273681640625,1143.5244140625,12662.0,11606.0,10.9,219.20,68.0
150,2023-06-13 17:07:34,0:00:00.679384,00:02:07,1093.2640584309895,1103.656494140625,12662.0,11606.0,10.9,218.58,67.0
151,2023-06-13 17:07:37,0:00:00.598062,00:02:09,1158.6753540039062,1086.91064453125,12662.0,11606.0,10.9,184.59,67.0
152,2023-06-13 17:07:37,0:00:00.571639,00:02:10,1025.086405436198,1090.2606201171875,12662.0,11606.0,10.9,214.18,67.0
153,2023-06-13 17:07:38,0:00:00.630426,00:02:10,925.8359985351562,1101.6695556640625,12662.0,11606.0,10.9,218.57,67.0
154,2023-06-13 17:07:39,0:00:00.664871,00:02:11,698.6187133789062,1107.0430908203125,12662.0,11606.0,10.9,218.10,67.0
155,2023-06-13 17:07:40,0:00:00.658831,00:02:12,684.8775939941406,1111.562744140625,12662.0,11606.0,10.9,219.24,67.0
156,2023-06-13 17:07:40,0:00:00.610764,00:02:13,901.3810221354166,1126.099853515625,12662.0,11606.0,10.9,218.47,67.0
157,2023-06-13 17:07:41,0:00:00.659173,00:02:14,831.7600911458334,1156.3343505859375,12662.0,11606.0,10.9,218.56,67.0
158,2023-06-13 17:07:42,0:00:00.709321,00:02:14,728.5955301920573,1192.60107421875,12662.0,11606.0,10.9,215.02,67.0
159,2023-06-13 17:07:43,0:00:00.647851,00:02:15,927.169189453125,1230.300048828125,12662.0,11606.0,10.9,220.97,67.0
160,2023-06-13 17:07:44,0:00:00.603191,00:02:16,759.1886901855469,1272.329345703125,12662.0,11606.0,10.9,219.92,68.0
161,2023-06-13 17:07:44,0:00:00.609412,00:02:17,679.9911015828451,1300.56689453125,12662.0,11606.0,10.9,224.26,68.0
162,2023-06-13 17:07:45,0:00:00.619615,00:02:18,702.1339823404948,1300.2547607421875,12662.0,11606.0,10.9,220.55,68.0
