MODEL_NAME,EXECUTED_EPOCHS,BATCH_SIZE,LR,DATA_AUG_FAC,BEST_TRAIN_LOSS,BEST_TRAIN_LOSS_MODEL,BEST_VALID_LOSS,BEST_VALID_LOSS_MODEL,RESULT_FILE,ELAPSED_TIME
CommonCnn,100,400,0.001,0,476.9613494873047,model_epoch_100.pth,476.9613494873047,model_epoch_100.pth,202306131601_CommonCnn,194.81801199913025
