epoch_num,start_time,lap_time,train_loss,valid_loss,used_gpu_memory,free_gpu_memory,memory_percentage,current_gpu_power_consumption,gpu_temperature
83,2023-06-13 15:26:37,0:00:01.659171,683.547119140625,775.3053588867188,23433.0,835.0,19.4,204.32,67.0
84,2023-06-13 15:26:39,0:00:01.615042,665.9405822753906,767.3217163085938,23433.0,835.0,19.3,198.21,67.0
85,2023-06-13 15:26:40,0:00:01.718563,636.1695861816406,753.15576171875,23433.0,835.0,19.3,196.22,67.0
86,2023-06-13 15:26:42,0:00:01.951823,587.3355407714844,752.830322265625,23433.0,835.0,19.3,199.07,67.0
87,2023-06-13 15:26:45,0:00:01.597014,604.239013671875,762.5222778320312,23433.0,835.0,19.4,209.50,67.0
88,2023-06-13 15:26:46,0:00:01.513579,603.2003479003906,776.7459716796875,23433.0,835.0,19.4,209.18,67.0
89,2023-06-13 15:26:48,0:00:01.599363,644.7510070800781,779.73193359375,23433.0,835.0,19.4,210.84,67.0
90,2023-06-13 15:26:50,0:00:01.517020,598.7203674316406,757.57568359375,23433.0,835.0,19.4,209.81,67.0
91,2023-06-13 15:26:52,0:00:01.750585,633.8203125,732.5513916015625,23433.0,835.0,19.4,206.81,68.0
92,2023-06-13 15:26:54,0:00:01.418467,583.5443115234375,728.3758544921875,23433.0,835.0,19.4,212.12,67.0
93,2023-06-13 15:26:56,0:00:01.759371,600.393310546875,751.8298950195312,23433.0,835.0,19.4,211.11,69.0
94,2023-06-13 15:26:58,0:00:01.382529,658.2906188964844,791.056884765625,23433.0,835.0,19.3,200.09,67.0
95,2023-06-13 15:26:59,0:00:00.689082,594.15966796875,784.832763671875,23433.0,835.0,19.3,184.84,67.0
96,2023-06-13 15:27:00,0:00:01.193328,589.4949340820312,741.3189697265625,23433.0,835.0,19.4,208.87,68.0
97,2023-06-13 15:27:02,0:00:00.791046,608.1792297363281,720.5300903320312,23433.0,835.0,19.4,222.62,67.0
98,2023-06-13 15:27:03,0:00:01.012049,602.9501037597656,721.8566284179688,23433.0,835.0,19.4,208.46,68.0
99,2023-06-13 15:27:04,0:00:01.580145,589.2957153320312,738.5979614257812,23433.0,835.0,19.4,204.70,68.0
100,2023-06-13 15:27:06,0:00:01.477455,635.1588745117188,750.056640625,23433.0,835.0,19.4,204.84,67.0
